"DataSet","Rep","Fold","PT","Pos_tst"
"Wheat_4_AL",1,6,6,427
"Wheat_4_AL",1,6,6,429
"Wheat_4_AL",1,6,6,434
"Wheat_4_AL",1,6,6,440
"Wheat_4_AL",1,6,6,441
"Wheat_4_AL",1,6,6,444
"Wheat_4_AL",1,6,6,453
"Wheat_4_AL",1,6,6,454
"Wheat_4_AL",1,6,6,455
"Wheat_4_AL",1,6,6,458
"Wheat_4_AL",1,6,6,485
"Wheat_4_AL",1,6,6,489
"Wheat_4_AL",1,6,6,492
"Wheat_4_AL",1,6,6,504
"Wheat_4_AL",1,6,6,510
"Wheat_4_AL",1,6,6,524
"Wheat_4_AL",1,6,6,560
"Wheat_4_AL",1,6,6,563
"Wheat_4_AL",1,6,6,581
"Wheat_4_AL",1,6,6,584
"Wheat_4_AL",1,6,6,585
"Wheat_4_AL",1,6,6,588
"Wheat_4_AL",1,6,6,593
"Wheat_4_AL",1,6,6,594
"Wheat_4_AL",1,6,6,617
"Wheat_4_AL",1,6,6,677
"Wheat_4_AL",1,6,6,679
"Wheat_4_AL",1,6,6,695
"Wheat_4_AL",1,6,6,708
"Wheat_4_AL",1,6,6,714
"Wheat_4_AL",1,6,6,718
"Wheat_4_AL",1,6,6,722
"Wheat_4_AL",1,6,6,727
"Wheat_4_AL",1,6,6,760
"Wheat_4_AL",1,6,6,776
"Wheat_4_AL",1,6,6,795
"Wheat_4_AL",1,6,6,804
"Wheat_4_AL",1,6,6,810
"Wheat_4_AL",1,6,6,812
"Wheat_4_AL",1,6,6,848
"Wheat_4_AL",1,6,6,850
"Wheat_4_AL",1,6,6,851
"Wheat_4_AL",1,6,6,859
"Wheat_4_AL",1,6,6,888
"Wheat_4_AL",1,6,6,889
"Wheat_4_AL",1,6,6,890
"Wheat_4_AL",1,6,6,893
"Wheat_4_AL",1,6,6,919
"Wheat_4_AL",1,6,6,933
"Wheat_4_AL",1,6,6,942
"Wheat_4_AL",1,6,6,947
"Wheat_4_AL",1,6,6,955
"Wheat_4_AL",1,6,6,959
"Wheat_4_AL",1,6,6,964
"Wheat_4_AL",1,6,6,969
"Wheat_4_AL",1,6,6,976
"Wheat_4_AL",1,6,6,993
"Wheat_4_AL",1,6,6,1024
"Wheat_4_AL",1,6,6,1026
"Wheat_4_AL",1,6,6,1036
"Wheat_4_AL",1,6,6,1039
"Wheat_4_AL",1,6,6,1044
"Wheat_4_AL",1,6,6,1045
"Wheat_4_AL",1,6,6,1046
"Wheat_4_AL",1,6,6,1061
"Wheat_4_AL",1,6,6,1067
"Wheat_4_AL",1,6,6,1069
"Wheat_4_AL",1,6,6,1086
"Wheat_4_AL",1,6,6,1101
"Wheat_4_AL",1,6,6,1105
"Wheat_4_AL",1,6,6,1121
"Wheat_4_AL",1,6,6,1148
"Wheat_4_AL",1,6,6,1154
"Wheat_4_AL",1,6,6,1160
"Wheat_4_AL",1,6,6,1161
"Wheat_4_AL",1,6,6,1186
"Wheat_4_AL",1,6,6,1197
"Wheat_4_AL",1,6,6,1204
"Wheat_4_AL",1,6,6,1214
"Wheat_4_AL",1,6,6,1220
"Wheat_4_AL",1,6,6,1227
"Wheat_4_AL",1,6,6,1231
"Wheat_4_AL",1,6,6,1243
"Wheat_4_AL",1,6,6,1252
"Wheat_4_AL",1,6,6,1254
"Wheat_4_AL",1,6,6,1259
"Wheat_4_AL",1,6,6,1264
"Wheat_4_AL",1,6,6,1280
"Wheat_4_AL",1,6,6,1290
"Wheat_4_AL",1,6,6,1294
"Wheat_4_AL",1,6,6,1301
"Wheat_4_AL",1,6,6,1310
"Wheat_4_AL",1,6,6,1313
"Wheat_4_AL",1,6,6,1315
"Wheat_4_AL",1,6,6,1320
"Wheat_4_AL",1,6,6,1343
"Wheat_4_AL",1,6,6,1354
"Wheat_4_AL",1,6,6,1371
"Wheat_4_AL",1,6,6,1377
"Wheat_4_AL",1,6,6,1382
"Wheat_4_AL",1,7,7,5
"Wheat_4_AL",1,7,7,25
"Wheat_4_AL",1,7,7,39
"Wheat_4_AL",1,7,7,49
"Wheat_4_AL",1,7,7,54
"Wheat_4_AL",1,7,7,56
"Wheat_4_AL",1,7,7,61
"Wheat_4_AL",1,7,7,72
"Wheat_4_AL",1,7,7,74
"Wheat_4_AL",1,7,7,112
"Wheat_4_AL",1,7,7,113
"Wheat_4_AL",1,7,7,152
"Wheat_4_AL",1,7,7,157
"Wheat_4_AL",1,7,7,160
"Wheat_4_AL",1,7,7,163
"Wheat_4_AL",1,7,7,171
"Wheat_4_AL",1,7,7,175
"Wheat_4_AL",1,7,7,180
"Wheat_4_AL",1,7,7,188
"Wheat_4_AL",1,7,7,200
"Wheat_4_AL",1,7,7,202
"Wheat_4_AL",1,7,7,220
"Wheat_4_AL",1,7,7,224
"Wheat_4_AL",1,7,7,226
"Wheat_4_AL",1,7,7,242
"Wheat_4_AL",1,7,7,272
"Wheat_4_AL",1,7,7,280
"Wheat_4_AL",1,7,7,302
"Wheat_4_AL",1,7,7,313
"Wheat_4_AL",1,7,7,319
"Wheat_4_AL",1,7,7,322
"Wheat_4_AL",1,7,7,331
"Wheat_4_AL",1,7,7,334
"Wheat_4_AL",1,7,7,340
"Wheat_4_AL",1,7,7,361
"Wheat_4_AL",1,7,7,375
"Wheat_4_AL",1,7,7,379
"Wheat_4_AL",1,7,7,384
"Wheat_4_AL",1,7,7,391
"Wheat_4_AL",1,7,7,395
"Wheat_4_AL",1,7,7,412
"Wheat_4_AL",1,7,7,418
"Wheat_4_AL",1,7,7,420
"Wheat_4_AL",1,7,7,423
"Wheat_4_AL",1,7,7,424
"Wheat_4_AL",1,7,7,439
"Wheat_4_AL",1,7,7,452
"Wheat_4_AL",1,7,7,469
"Wheat_4_AL",1,7,7,500
"Wheat_4_AL",1,7,7,511
"Wheat_4_AL",1,7,7,519
"Wheat_4_AL",1,7,7,520
"Wheat_4_AL",1,7,7,525
"Wheat_4_AL",1,7,7,527
"Wheat_4_AL",1,7,7,571
"Wheat_4_AL",1,7,7,589
"Wheat_4_AL",1,7,7,605
"Wheat_4_AL",1,7,7,611
"Wheat_4_AL",1,7,7,618
"Wheat_4_AL",1,7,7,624
"Wheat_4_AL",1,7,7,628
"Wheat_4_AL",1,7,7,629
"Wheat_4_AL",1,7,7,646
"Wheat_4_AL",1,7,7,673
"Wheat_4_AL",1,7,7,698
"Wheat_4_AL",1,7,7,703
"Wheat_4_AL",1,7,7,719
"Wheat_4_AL",1,7,7,725
"Wheat_4_AL",1,7,7,726
"Wheat_4_AL",1,7,7,728
"Wheat_4_AL",1,7,7,740
"Wheat_4_AL",1,7,7,744
"Wheat_4_AL",1,7,7,746
"Wheat_4_AL",1,7,7,752
"Wheat_4_AL",1,7,7,758
"Wheat_4_AL",1,7,7,763
"Wheat_4_AL",1,7,7,764
"Wheat_4_AL",1,7,7,771
"Wheat_4_AL",1,7,7,775
"Wheat_4_AL",1,7,7,783
"Wheat_4_AL",1,7,7,787
"Wheat_4_AL",1,7,7,789
"Wheat_4_AL",1,7,7,791
"Wheat_4_AL",1,7,7,811
"Wheat_4_AL",1,7,7,814
"Wheat_4_AL",1,7,7,817
"Wheat_4_AL",1,7,7,821
"Wheat_4_AL",1,7,7,822
"Wheat_4_AL",1,7,7,835
"Wheat_4_AL",1,7,7,838
"Wheat_4_AL",1,7,7,869
"Wheat_4_AL",1,7,7,875
"Wheat_4_AL",1,7,7,877
"Wheat_4_AL",1,7,7,882
"Wheat_4_AL",1,7,7,891
"Wheat_4_AL",1,7,7,912
"Wheat_4_AL",1,7,7,918
"Wheat_4_AL",1,7,7,929
"Wheat_4_AL",1,7,7,930
"Wheat_4_AL",1,7,7,934
"Wheat_4_AL",1,7,7,962
"Wheat_4_AL",1,7,7,970
"Wheat_4_AL",1,7,7,997
"Wheat_4_AL",1,7,7,1006
"Wheat_4_AL",1,7,7,1008
"Wheat_4_AL",1,7,7,1009
"Wheat_4_AL",1,7,7,1021
"Wheat_4_AL",1,7,7,1032
"Wheat_4_AL",1,7,7,1034
"Wheat_4_AL",1,7,7,1035
"Wheat_4_AL",1,7,7,1047
"Wheat_4_AL",1,7,7,1054
"Wheat_4_AL",1,7,7,1055
"Wheat_4_AL",1,7,7,1068
"Wheat_4_AL",1,7,7,1084
"Wheat_4_AL",1,7,7,1085
"Wheat_4_AL",1,7,7,1091
"Wheat_4_AL",1,7,7,1113
"Wheat_4_AL",1,7,7,1194
"Wheat_4_AL",1,7,7,1211
"Wheat_4_AL",1,7,7,1215
"Wheat_4_AL",1,7,7,1217
"Wheat_4_AL",1,7,7,1226
"Wheat_4_AL",1,7,7,1235
"Wheat_4_AL",1,7,7,1240
"Wheat_4_AL",1,7,7,1244
"Wheat_4_AL",1,7,7,1260
"Wheat_4_AL",1,7,7,1324
"Wheat_4_AL",1,7,7,1333
"Wheat_4_AL",1,7,7,1347
"Wheat_4_AL",1,7,7,1353
"Wheat_4_AL",1,7,7,1361
"Wheat_4_AL",1,7,7,1364
"Wheat_4_AL",1,7,7,1365
"Wheat_4_AL",1,7,7,1375
"Wheat_4_AL",1,7,7,1376
"Wheat_4_AL",1,7,7,1379
"Wheat_4_AL",1,7,7,1387
"Wheat_4_AL",1,8,8,7
"Wheat_4_AL",1,8,8,13
"Wheat_4_AL",1,8,8,33
"Wheat_4_AL",1,8,8,42
"Wheat_4_AL",1,8,8,46
"Wheat_4_AL",1,8,8,59
"Wheat_4_AL",1,8,8,76
"Wheat_4_AL",1,8,8,90
"Wheat_4_AL",1,8,8,91
"Wheat_4_AL",1,8,8,95
"Wheat_4_AL",1,8,8,97
"Wheat_4_AL",1,8,8,115
"Wheat_4_AL",1,8,8,123
"Wheat_4_AL",1,8,8,137
"Wheat_4_AL",1,8,8,162
"Wheat_4_AL",1,8,8,172
"Wheat_4_AL",1,8,8,179
"Wheat_4_AL",1,8,8,184
"Wheat_4_AL",1,8,8,185
"Wheat_4_AL",1,8,8,190
"Wheat_4_AL",1,8,8,199
"Wheat_4_AL",1,8,8,221
"Wheat_4_AL",1,8,8,243
"Wheat_4_AL",1,8,8,245
"Wheat_4_AL",1,8,8,252
"Wheat_4_AL",1,8,8,263
"Wheat_4_AL",1,8,8,273
"Wheat_4_AL",1,8,8,318
"Wheat_4_AL",1,8,8,330
"Wheat_4_AL",1,8,8,337
"Wheat_4_AL",1,8,8,339
"Wheat_4_AL",1,8,8,345
"Wheat_4_AL",1,8,8,356
"Wheat_4_AL",1,8,8,363
"Wheat_4_AL",1,8,8,390
"Wheat_4_AL",1,8,8,403
"Wheat_4_AL",1,8,8,410
"Wheat_4_AL",1,8,8,411
"Wheat_4_AL",1,8,8,416
"Wheat_4_AL",1,8,8,422
"Wheat_4_AL",1,8,8,436
"Wheat_4_AL",1,8,8,437
"Wheat_4_AL",1,8,8,446
"Wheat_4_AL",1,8,8,461
"Wheat_4_AL",1,8,8,472
"Wheat_4_AL",1,8,8,483
"Wheat_4_AL",1,8,8,488
"Wheat_4_AL",1,8,8,495
"Wheat_4_AL",1,8,8,501
"Wheat_4_AL",1,8,8,533
"Wheat_4_AL",1,8,8,547
"Wheat_4_AL",1,8,8,550
"Wheat_4_AL",1,8,8,559
"Wheat_4_AL",1,8,8,567
"Wheat_4_AL",1,8,8,602
"Wheat_4_AL",1,8,8,607
"Wheat_4_AL",1,8,8,621
"Wheat_4_AL",1,8,8,623
"Wheat_4_AL",1,8,8,633
"Wheat_4_AL",1,8,8,651
"Wheat_4_AL",1,8,8,669
"Wheat_4_AL",1,8,8,678
"Wheat_4_AL",1,8,8,680
"Wheat_4_AL",1,8,8,691
"Wheat_4_AL",1,8,8,693
"Wheat_4_AL",1,8,8,699
"Wheat_4_AL",1,8,8,700
"Wheat_4_AL",1,8,8,713
"Wheat_4_AL",1,8,8,743
"Wheat_4_AL",1,8,8,747
"Wheat_4_AL",1,8,8,750
"Wheat_4_AL",1,8,8,765
"Wheat_4_AL",1,8,8,768
"Wheat_4_AL",1,8,8,781
"Wheat_4_AL",1,8,8,788
"Wheat_4_AL",1,8,8,794
"Wheat_4_AL",1,8,8,801
"Wheat_4_AL",1,8,8,802
"Wheat_4_AL",1,8,8,815
"Wheat_4_AL",1,8,8,852
"Wheat_4_AL",1,8,8,854
"Wheat_4_AL",1,8,8,867
"Wheat_4_AL",1,8,8,873
"Wheat_4_AL",1,8,8,880
"Wheat_4_AL",1,8,8,899
"Wheat_4_AL",1,8,8,911
"Wheat_4_AL",1,8,8,922
"Wheat_4_AL",1,8,8,938
"Wheat_4_AL",1,8,8,950
"Wheat_4_AL",1,8,8,953
"Wheat_4_AL",1,8,8,956
"Wheat_4_AL",1,8,8,971
"Wheat_4_AL",1,8,8,972
"Wheat_4_AL",1,8,8,978
"Wheat_4_AL",1,8,8,990
"Wheat_4_AL",1,8,8,995
"Wheat_4_AL",1,8,8,1004
"Wheat_4_AL",1,8,8,1014
"Wheat_4_AL",1,8,8,1018
"Wheat_4_AL",1,8,8,1025
"Wheat_4_AL",1,8,8,1030
"Wheat_4_AL",1,8,8,1033
"Wheat_4_AL",1,8,8,1062
"Wheat_4_AL",1,8,8,1064
"Wheat_4_AL",1,8,8,1070
"Wheat_4_AL",1,8,8,1072
"Wheat_4_AL",1,8,8,1075
"Wheat_4_AL",1,8,8,1083
"Wheat_4_AL",1,8,8,1094
"Wheat_4_AL",1,8,8,1109
"Wheat_4_AL",1,8,8,1111
"Wheat_4_AL",1,8,8,1122
"Wheat_4_AL",1,8,8,1143
"Wheat_4_AL",1,8,8,1144
"Wheat_4_AL",1,8,8,1146
"Wheat_4_AL",1,8,8,1147
"Wheat_4_AL",1,8,8,1179
"Wheat_4_AL",1,8,8,1185
"Wheat_4_AL",1,8,8,1212
"Wheat_4_AL",1,8,8,1219
"Wheat_4_AL",1,8,8,1223
"Wheat_4_AL",1,8,8,1232
"Wheat_4_AL",1,8,8,1234
"Wheat_4_AL",1,8,8,1237
"Wheat_4_AL",1,8,8,1242
"Wheat_4_AL",1,8,8,1258
"Wheat_4_AL",1,8,8,1271
"Wheat_4_AL",1,8,8,1277
"Wheat_4_AL",1,8,8,1283
"Wheat_4_AL",1,8,8,1292
"Wheat_4_AL",1,8,8,1297
"Wheat_4_AL",1,8,8,1298
"Wheat_4_AL",1,8,8,1331
"Wheat_4_AL",1,8,8,1351
"Wheat_4_AL",1,8,8,1368
"Wheat_4_AL",1,8,8,1369
"Wheat_4_AL",1,8,8,1373
"Wheat_4_AL",1,8,8,1384
"Wheat_4_AL",1,8,8,1385
"Wheat_4_AL",1,9,9,9
"Wheat_4_AL",1,9,9,18
"Wheat_4_AL",1,9,9,21
"Wheat_4_AL",1,9,9,26
"Wheat_4_AL",1,9,9,41
"Wheat_4_AL",1,9,9,51
"Wheat_4_AL",1,9,9,73
"Wheat_4_AL",1,9,9,75
"Wheat_4_AL",1,9,9,81
"Wheat_4_AL",1,9,9,85
"Wheat_4_AL",1,9,9,94
"Wheat_4_AL",1,9,9,99
"Wheat_4_AL",1,9,9,130
"Wheat_4_AL",1,9,9,132
"Wheat_4_AL",1,9,9,133
"Wheat_4_AL",1,9,9,144
"Wheat_4_AL",1,9,9,145
"Wheat_4_AL",1,9,9,165
"Wheat_4_AL",1,9,9,166
"Wheat_4_AL",1,9,9,176
"Wheat_4_AL",1,9,9,182
"Wheat_4_AL",1,9,9,183
"Wheat_4_AL",1,9,9,187
"Wheat_4_AL",1,9,9,189
"Wheat_4_AL",1,9,9,193
"Wheat_4_AL",1,9,9,196
"Wheat_4_AL",1,9,9,204
"Wheat_4_AL",1,9,9,205
"Wheat_4_AL",1,9,9,214
"Wheat_4_AL",1,9,9,217
"Wheat_4_AL",1,9,9,225
"Wheat_4_AL",1,9,9,227
"Wheat_4_AL",1,9,9,247
"Wheat_4_AL",1,9,9,261
"Wheat_4_AL",1,9,9,269
"Wheat_4_AL",1,9,9,279
"Wheat_4_AL",1,9,9,290
"Wheat_4_AL",1,9,9,297
"Wheat_4_AL",1,9,9,315
"Wheat_4_AL",1,9,9,316
"Wheat_4_AL",1,9,9,320
"Wheat_4_AL",1,9,9,325
"Wheat_4_AL",1,9,9,343
"Wheat_4_AL",1,9,9,351
"Wheat_4_AL",1,9,9,353
"Wheat_4_AL",1,9,9,357
"Wheat_4_AL",1,9,9,364
"Wheat_4_AL",1,9,9,380
"Wheat_4_AL",1,9,9,382
"Wheat_4_AL",1,9,9,394
"Wheat_4_AL",1,9,9,397
"Wheat_4_AL",1,9,9,401
"Wheat_4_AL",1,9,9,404
"Wheat_4_AL",1,9,9,475
"Wheat_4_AL",1,9,9,477
"Wheat_4_AL",1,9,9,479
"Wheat_4_AL",1,9,9,486
"Wheat_4_AL",1,9,9,487
"Wheat_4_AL",1,9,9,496
"Wheat_4_AL",1,9,9,521
"Wheat_4_AL",1,9,9,536
"Wheat_4_AL",1,9,9,537
"Wheat_4_AL",1,9,9,541
"Wheat_4_AL",1,9,9,543
"Wheat_4_AL",1,9,9,558
"Wheat_4_AL",1,9,9,561
"Wheat_4_AL",1,9,9,578
"Wheat_4_AL",1,9,9,580
"Wheat_4_AL",1,9,9,608
"Wheat_4_AL",1,9,9,635
"Wheat_4_AL",1,9,9,649
"Wheat_4_AL",1,9,9,659
"Wheat_4_AL",1,9,9,660
"Wheat_4_AL",1,9,9,666
"Wheat_4_AL",1,9,9,682
"Wheat_4_AL",1,9,9,705
"Wheat_4_AL",1,9,9,711
"Wheat_4_AL",1,9,9,712
"Wheat_4_AL",1,9,9,723
"Wheat_4_AL",1,9,9,730
"Wheat_4_AL",1,9,9,731
"Wheat_4_AL",1,9,9,735
"Wheat_4_AL",1,9,9,736
"Wheat_4_AL",1,9,9,755
"Wheat_4_AL",1,9,9,800
"Wheat_4_AL",1,9,9,827
"Wheat_4_AL",1,9,9,829
"Wheat_4_AL",1,9,9,844
"Wheat_4_AL",1,9,9,855
"Wheat_4_AL",1,9,9,881
"Wheat_4_AL",1,9,9,896
"Wheat_4_AL",1,9,9,908
"Wheat_4_AL",1,9,9,913
"Wheat_4_AL",1,9,9,914
"Wheat_4_AL",1,9,9,916
"Wheat_4_AL",1,9,9,917
"Wheat_4_AL",1,9,9,920
"Wheat_4_AL",1,9,9,928
"Wheat_4_AL",1,9,9,945
"Wheat_4_AL",1,9,9,958
"Wheat_4_AL",1,9,9,981
"Wheat_4_AL",1,9,9,983
"Wheat_4_AL",1,9,9,998
"Wheat_4_AL",1,9,9,1022
"Wheat_4_AL",1,9,9,1037
"Wheat_4_AL",1,9,9,1058
"Wheat_4_AL",1,9,9,1063
"Wheat_4_AL",1,9,9,1071
"Wheat_4_AL",1,9,9,1073
"Wheat_4_AL",1,9,9,1074
"Wheat_4_AL",1,9,9,1077
"Wheat_4_AL",1,9,9,1089
"Wheat_4_AL",1,9,9,1103
"Wheat_4_AL",1,9,9,1107
"Wheat_4_AL",1,9,9,1116
"Wheat_4_AL",1,9,9,1125
"Wheat_4_AL",1,9,9,1131
"Wheat_4_AL",1,9,9,1174
"Wheat_4_AL",1,9,9,1175
"Wheat_4_AL",1,9,9,1181
"Wheat_4_AL",1,9,9,1195
"Wheat_4_AL",1,9,9,1202
"Wheat_4_AL",1,9,9,1207
"Wheat_4_AL",1,9,9,1209
"Wheat_4_AL",1,9,9,1222
"Wheat_4_AL",1,9,9,1225
"Wheat_4_AL",1,9,9,1249
"Wheat_4_AL",1,9,9,1250
"Wheat_4_AL",1,9,9,1268
"Wheat_4_AL",1,9,9,1275
"Wheat_4_AL",1,9,9,1282
"Wheat_4_AL",1,9,9,1295
"Wheat_4_AL",1,9,9,1296
"Wheat_4_AL",1,9,9,1307
"Wheat_4_AL",1,9,9,1309
"Wheat_4_AL",1,9,9,1325
"Wheat_4_AL",1,9,9,1326
"Wheat_4_AL",1,9,9,1345
"Wheat_4_AL",1,9,9,1363
"Wheat_4_AL",1,10,10,4
"Wheat_4_AL",1,10,10,15
"Wheat_4_AL",1,10,10,40
"Wheat_4_AL",1,10,10,70
"Wheat_4_AL",1,10,10,77
"Wheat_4_AL",1,10,10,82
"Wheat_4_AL",1,10,10,83
"Wheat_4_AL",1,10,10,96
"Wheat_4_AL",1,10,10,101
"Wheat_4_AL",1,10,10,102
"Wheat_4_AL",1,10,10,106
"Wheat_4_AL",1,10,10,142
"Wheat_4_AL",1,10,10,159
"Wheat_4_AL",1,10,10,168
"Wheat_4_AL",1,10,10,178
"Wheat_4_AL",1,10,10,186
"Wheat_4_AL",1,10,10,198
"Wheat_4_AL",1,10,10,207
"Wheat_4_AL",1,10,10,213
"Wheat_4_AL",1,10,10,233
"Wheat_4_AL",1,10,10,234
"Wheat_4_AL",1,10,10,253
"Wheat_4_AL",1,10,10,260
"Wheat_4_AL",1,10,10,275
"Wheat_4_AL",1,10,10,305
"Wheat_4_AL",1,10,10,309
"Wheat_4_AL",1,10,10,310
"Wheat_4_AL",1,10,10,314
"Wheat_4_AL",1,10,10,327
"Wheat_4_AL",1,10,10,333
"Wheat_4_AL",1,10,10,341
"Wheat_4_AL",1,10,10,354
"Wheat_4_AL",1,10,10,367
"Wheat_4_AL",1,10,10,369
"Wheat_4_AL",1,10,10,370
"Wheat_4_AL",1,10,10,372
"Wheat_4_AL",1,10,10,393
"Wheat_4_AL",1,10,10,402
"Wheat_4_AL",1,10,10,417
"Wheat_4_AL",1,10,10,425
"Wheat_4_AL",1,10,10,430
"Wheat_4_AL",1,10,10,443
"Wheat_4_AL",1,10,10,465
"Wheat_4_AL",1,10,10,467
"Wheat_4_AL",1,10,10,490
"Wheat_4_AL",1,10,10,493
"Wheat_4_AL",1,10,10,498
"Wheat_4_AL",1,10,10,503
"Wheat_4_AL",1,10,10,538
"Wheat_4_AL",1,10,10,539
"Wheat_4_AL",1,10,10,540
"Wheat_4_AL",1,10,10,545
"Wheat_4_AL",1,10,10,551
"Wheat_4_AL",1,10,10,566
"Wheat_4_AL",1,10,10,601
"Wheat_4_AL",1,10,10,619
"Wheat_4_AL",1,10,10,627
"Wheat_4_AL",1,10,10,641
"Wheat_4_AL",1,10,10,642
"Wheat_4_AL",1,10,10,647
"Wheat_4_AL",1,10,10,658
"Wheat_4_AL",1,10,10,665
"Wheat_4_AL",1,10,10,685
"Wheat_4_AL",1,10,10,688
"Wheat_4_AL",1,10,10,689
"Wheat_4_AL",1,10,10,696
"Wheat_4_AL",1,10,10,702
"Wheat_4_AL",1,10,10,716
"Wheat_4_AL",1,10,10,717
"Wheat_4_AL",1,10,10,729
"Wheat_4_AL",1,10,10,742
"Wheat_4_AL",1,10,10,757
"Wheat_4_AL",1,10,10,762
"Wheat_4_AL",1,10,10,777
"Wheat_4_AL",1,10,10,778
"Wheat_4_AL",1,10,10,786
"Wheat_4_AL",1,10,10,793
"Wheat_4_AL",1,10,10,796
"Wheat_4_AL",1,10,10,799
"Wheat_4_AL",1,10,10,820
"Wheat_4_AL",1,10,10,825
"Wheat_4_AL",1,10,10,837
"Wheat_4_AL",1,10,10,841
"Wheat_4_AL",1,10,10,846
"Wheat_4_AL",1,10,10,853
"Wheat_4_AL",1,10,10,861
"Wheat_4_AL",1,10,10,866
"Wheat_4_AL",1,10,10,870
"Wheat_4_AL",1,10,10,879
"Wheat_4_AL",1,10,10,900
"Wheat_4_AL",1,10,10,915
"Wheat_4_AL",1,10,10,936
"Wheat_4_AL",1,10,10,948
"Wheat_4_AL",1,10,10,954
"Wheat_4_AL",1,10,10,960
"Wheat_4_AL",1,10,10,963
"Wheat_4_AL",1,10,10,985
"Wheat_4_AL",1,10,10,989
"Wheat_4_AL",1,10,10,996
"Wheat_4_AL",1,10,10,1000
"Wheat_4_AL",1,10,10,1012
"Wheat_4_AL",1,10,10,1041
"Wheat_4_AL",1,10,10,1050
"Wheat_4_AL",1,10,10,1051
"Wheat_4_AL",1,10,10,1053
"Wheat_4_AL",1,10,10,1057
"Wheat_4_AL",1,10,10,1076
"Wheat_4_AL",1,10,10,1106
"Wheat_4_AL",1,10,10,1120
"Wheat_4_AL",1,10,10,1123
"Wheat_4_AL",1,10,10,1126
"Wheat_4_AL",1,10,10,1128
"Wheat_4_AL",1,10,10,1137
"Wheat_4_AL",1,10,10,1138
"Wheat_4_AL",1,10,10,1170
"Wheat_4_AL",1,10,10,1178
"Wheat_4_AL",1,10,10,1189
"Wheat_4_AL",1,10,10,1190
"Wheat_4_AL",1,10,10,1191
"Wheat_4_AL",1,10,10,1192
"Wheat_4_AL",1,10,10,1200
"Wheat_4_AL",1,10,10,1230
"Wheat_4_AL",1,10,10,1257
"Wheat_4_AL",1,10,10,1261
"Wheat_4_AL",1,10,10,1273
"Wheat_4_AL",1,10,10,1281
"Wheat_4_AL",1,10,10,1285
"Wheat_4_AL",1,10,10,1293
"Wheat_4_AL",1,10,10,1299
"Wheat_4_AL",1,10,10,1302
"Wheat_4_AL",1,10,10,1306
"Wheat_4_AL",1,10,10,1311
"Wheat_4_AL",1,10,10,1321
"Wheat_4_AL",1,10,10,1340
"Wheat_4_AL",1,10,10,1341
"Wheat_4_AL",1,10,10,1355
"Wheat_4_AL",1,10,10,1357
"Wheat_4_AL",1,10,10,1370
"Wheat_4_AL",1,10,10,1380
"Wheat_5_AL",1,1,1,14
"Wheat_5_AL",1,1,1,38
"Wheat_5_AL",1,1,1,58
"Wheat_5_AL",1,1,1,68
"Wheat_5_AL",1,1,1,79
"Wheat_5_AL",1,1,1,82
"Wheat_5_AL",1,1,1,84
"Wheat_5_AL",1,1,1,93
"Wheat_5_AL",1,1,1,96
"Wheat_5_AL",1,1,1,99
"Wheat_5_AL",1,1,1,105
"Wheat_5_AL",1,1,1,116
"Wheat_5_AL",1,1,1,136
"Wheat_5_AL",1,1,1,143
"Wheat_5_AL",1,1,1,163
"Wheat_5_AL",1,1,1,164
"Wheat_5_AL",1,1,1,168
"Wheat_5_AL",1,1,1,172
"Wheat_5_AL",1,1,1,180
"Wheat_5_AL",1,1,1,186
"Wheat_5_AL",1,1,1,187
"Wheat_5_AL",1,1,1,189
"Wheat_5_AL",1,1,1,203
"Wheat_5_AL",1,1,1,205
"Wheat_5_AL",1,1,1,211
"Wheat_5_AL",1,1,1,258
"Wheat_5_AL",1,1,1,267
"Wheat_5_AL",1,1,1,294
"Wheat_5_AL",1,1,1,303
"Wheat_5_AL",1,1,1,331
"Wheat_5_AL",1,1,1,349
"Wheat_5_AL",1,1,1,354
"Wheat_5_AL",1,1,1,378
"Wheat_5_AL",1,1,1,380
"Wheat_5_AL",1,1,1,385
"Wheat_5_AL",1,1,1,404
"Wheat_5_AL",1,1,1,411
"Wheat_5_AL",1,1,1,437
"Wheat_5_AL",1,1,1,443
"Wheat_5_AL",1,1,1,452
"Wheat_5_AL",1,1,1,464
"Wheat_5_AL",1,1,1,468
"Wheat_5_AL",1,1,1,473
"Wheat_5_AL",1,1,1,475
"Wheat_5_AL",1,1,1,483
"Wheat_5_AL",1,1,1,486
"Wheat_5_AL",1,1,1,494
"Wheat_5_AL",1,1,1,501
"Wheat_5_AL",1,1,1,510
"Wheat_5_AL",1,1,1,522
"Wheat_5_AL",1,1,1,524
"Wheat_5_AL",1,1,1,533
"Wheat_5_AL",1,1,1,545
"Wheat_5_AL",1,1,1,555
"Wheat_5_AL",1,1,1,561
"Wheat_5_AL",1,1,1,573
"Wheat_5_AL",1,1,1,574
"Wheat_5_AL",1,1,1,576
"Wheat_5_AL",1,1,1,580
"Wheat_5_AL",1,1,1,584
"Wheat_5_AL",1,1,1,599
"Wheat_5_AL",1,1,1,614
"Wheat_5_AL",1,1,1,621
"Wheat_5_AL",1,1,1,637
"Wheat_5_AL",1,1,1,644
"Wheat_5_AL",1,1,1,661
"Wheat_5_AL",1,1,1,678
"Wheat_5_AL",1,1,1,686
"Wheat_5_AL",1,1,1,690
"Wheat_5_AL",1,1,1,720
